Path,SteerAngle,Throttle,Brake,Speed,X_Position,Y_Position,Pitch,Yaw,Roll
IMG/robocam_2022_12_05_17_01_11_342.jpg,0.0,0.0,1.0,0.0,99.66999,85.58897,0.0002361822,56.82556,-5.26248e-07
IMG/robocam_2022_12_05_17_01_11_392.jpg,0.0,0.0,0.0,0.0,99.66999,85.58897,0.0002361822,56.82556,-5.26248e-07
IMG/robocam_2022_12_05_17_01_11_457.jpg,0.0,0.0,0.0,0.0,99.66999,85.58897,0.0002361822,56.82556,-5.26248e-07
IMG/robocam_2022_12_05_17_01_11_523.jpg,0.0,0.0,0.0,0.0,99.66999,85.58897,0.0002361822,56.82556,-5.26248e-07
IMG/robocam_2022_12_05_17_01_11_592.jpg,0.0,0.0,0.0,0.0,99.66999,85.58897,0.0002361822,56.82556,-5.26248e-07
IMG/robocam_2022_12_05_17_01_11_665.jpg,0.0,0.0,0.0,0.0,99.66999,85.58897,0.0002361822,56.82556,-5.26248e-07
IMG/robocam_2022_12_05_17_01_11_724.jpg,0.0,0.0,0.0,0.0,99.66999,85.58897,0.0002361822,56.82556,-5.26248e-07
IMG/robocam_2022_12_05_17_01_11_789.jpg,0.0,0.0,0.0,0.0,99.66999,85.58897,0.0002361822,56.82556,-5.26248e-07
IMG/robocam_2022_12_05_17_01_11_858.jpg,0.0,0.0,0.0,0.0,99.66999,85.58897,0.0002361517,56.82556,-4.239687e-07
IMG/robocam_2022_12_05_17_01_11_923.jpg,0.0,0.0,0.0,0.0,99.66999,85.58897,0.000236106,56.82556,-2.705497e-07
IMG/robocam_2022_12_05_17_01_11_988.jpg,0.0,0.0,0.0,0.0,99.66999,85.58897,0.0002360603,56.82556,-1.171242e-07
IMG/robocam_2022_12_05_17_01_12_058.jpg,0.0,0.0,0.0,0.0,99.66999,85.58897,0.0002360451,56.82556,-6.598455e-08
IMG/robocam_2022_12_05_17_01_12_124.jpg,0.0,0.0,0.0,0.0,99.66999,85.58897,0.0002360451,56.82556,-6.598455e-08
IMG/robocam_2022_12_05_17_01_12_191.jpg,0.0,0.0,0.0,0.0,99.66999,85.58897,0.0002360756,56.82556,-1.682639e-07
IMG/robocam_2022_12_05_17_01_12_258.jpg,0.0,0.0,0.0,0.0,99.66999,85.58897,0.0002360299,56.82556,-1.48449e-08
IMG/robocam_2022_12_05_17_01_12_326.jpg,0.0,0.0,0.0,0.0,99.66999,85.58897,0.0002360756,56.82556,-1.682639e-07
IMG/robocam_2022_12_05_17_01_12_394.jpg,0.0,0.0,0.0,0.0,99.66999,85.58897,0.0002360146,56.82556,3.629476e-08
IMG/robocam_2022_12_05_17_01_12_456.jpg,0.0,0.0,0.0,0.0,99.66999,85.58897,0.0002360603,56.82556,-1.171242e-07
IMG/robocam_2022_12_05_17_01_12_513.jpg,0.0,0.0,0.0,0.0,99.66999,85.58897,0.0002360603,56.82556,-1.171242e-07
IMG/robocam_2022_12_05_17_01_12_556.jpg,0.0,0.0,0.0,0.0,99.66999,85.58897,0.0002360603,56.82556,-1.171242e-07
IMG/robocam_2022_12_05_17_01_12_620.jpg,0.0,0.0,0.0,0.0,99.66999,85.58897,0.0002360603,56.82556,-1.171242e-07
IMG/robocam_2022_12_05_17_01_12_668.jpg,0.0,0.0,0.0,0.0,99.66999,85.58897,0.0002360451,56.82556,-6.598455e-08
IMG/robocam_2022_12_05_17_01_12_725.jpg,0.0,0.0,0.0,0.0,99.66999,85.58897,0.0002360451,56.82556,-6.598455e-08
IMG/robocam_2022_12_05_17_01_12_785.jpg,0.0,0.0,0.0,0.0,99.66999,85.58897,0.0002360756,56.82556,-1.682639e-07
IMG/robocam_2022_12_05_17_01_12_857.jpg,0.0,0.0,0.0,0.0,99.66999,85.58897,0.0002359015,56.82556,-3.314796e-07
IMG/robocam_2022_12_05_17_01_12_923.jpg,0.0,0.0,0.0,0.0,99.66999,85.58897,0.0002359015,56.82556,-3.314796e-07
IMG/robocam_2022_12_05_17_01_12_990.jpg,0.0,0.0,0.0,0.0,99.66999,85.58897,0.0002359015,56.82556,-3.314796e-07
IMG/robocam_2022_12_05_17_01_13_055.jpg,0.0,0.0,0.0,0.0,99.66999,85.58897,0.0002358862,56.82556,-2.803334e-07
IMG/robocam_2022_12_05_17_01_13_123.jpg,0.0,0.0,0.0,0.0,99.66999,85.58897,0.0002359319,56.82556,-4.337589e-07
IMG/robocam_2022_12_05_17_01_13_192.jpg,0.0,0.0,0.0,0.0,99.66999,85.58897,0.000235871,56.82556,-2.291937e-07
IMG/robocam_2022_12_05_17_01_13_258.jpg,0.0,0.0,0.0,0.0,99.66999,85.58897,0.0002359167,56.82556,-3.826192e-07
IMG/robocam_2022_12_05_17_01_13_325.jpg,0.0,0.0,0.0,0.0,99.66999,85.58897,0.000235871,56.82556,-2.291937e-07
IMG/robocam_2022_12_05_17_01_13_391.jpg,0.0,0.09747934,0.0,0.0,99.67016,85.58923,0.007001554,56.82552,-3.581013e-07
IMG/robocam_2022_12_05_17_01_13_461.jpg,0.0,0.3034201,0.0,0.0138437,99.67119,85.59081,0.04786659,56.86412,-8.358564e-05
IMG/robocam_2022_12_05_17_01_13_527.jpg,0.0,0.5032024,0.0,0.02824691,99.67266,85.59306,0.1026089,56.90529,-0.0001393621
IMG/robocam_2022_12_05_17_01_13_593.jpg,0.0,0.7014005,0.0,0.06016945,99.67635,85.5987,0.2317198,56.81491,0.0001543809
IMG/robocam_2022_12_05_17_01_13_663.jpg,0.0,0.9022236,0.0,0.07922859,99.68128,85.60625,0.4020397,56.79017,0.0004940003
IMG/robocam_2022_12_05_17_01_13_716.jpg,0.0,1.0,0.0,0.1415059,99.68848,85.61714,0.6173586,56.60641,0.0003300961
IMG/robocam_2022_12_05_17_01_13_775.jpg,0.0,1.0,0.0,0.1819863,99.69775,85.63107,0.8662978,56.41944,7.738207e-06
IMG/robocam_2022_12_05_17_01_13_840.jpg,0.0,1.0,0.0,0.2423024,99.70889,85.64776,1.130232,56.28347,0.001033801
IMG/robocam_2022_12_05_17_01_13_908.jpg,0.0,1.0,0.0,0.2968829,99.72076,85.6655,1.321299,56.26284,-0.00304075
IMG/robocam_2022_12_05_17_01_13_974.jpg,0.0,1.0,0.0,0.3547712,99.73662,85.68851,1.21604,56.29278,-0.0005846465
IMG/robocam_2022_12_05_17_01_14_040.jpg,0.0,1.0,0.0,0.4269586,99.75055,85.70916,1.117048,56.33359,-0.0005382998
IMG/robocam_2022_12_05_17_01_14_108.jpg,0.0,1.0,0.0,0.5008264,99.76697,85.73355,1.096163,56.20058,0.000642769
IMG/robocam_2022_12_05_17_01_14_173.jpg,0.0,0.8024321,0.0,0.5393583,99.79137,85.76964,1.119637,55.9945,0.0003725299
IMG/robocam_2022_12_05_17_01_14_241.jpg,0.0,0.6022027,0.0,0.5592863,99.81102,85.79852,1.150166,55.9345,-0.001001385
IMG/robocam_2022_12_05_17_01_14_310.jpg,0.0,0.8068237,0.0,0.6092894,99.83197,85.82931,1.193532,56.01017,-0.001701406
IMG/robocam_2022_12_05_17_01_14_378.jpg,0.0,1.0,0.0,0.6519347,99.86185,85.87334,1.22304,56.14324,-0.0002948859
IMG/robocam_2022_12_05_17_01_14_442.jpg,0.0,1.0,0.0,0.6950368,99.88571,85.90839,1.211078,56.11124,-0.001143165
IMG/robocam_2022_12_05_17_01_14_509.jpg,0.0,1.0,0.0,0.7561368,99.91119,85.94599,1.196158,56.14637,-0.001132617
IMG/robocam_2022_12_05_17_01_14_576.jpg,0.0,1.0,0.0,0.805914,99.94825,86.00082,1.209452,56.21462,-0.0007178367
IMG/robocam_2022_12_05_17_01_14_642.jpg,0.0,1.0,0.0,0.864951,99.97802,86.04493,1.223292,56.23092,-0.0009909235
IMG/robocam_2022_12_05_17_01_14_709.jpg,0.0,1.0,0.0,0.9290345,100.0094,86.09139,1.226787,56.26117,-0.001253387
IMG/robocam_2022_12_05_17_01_14_775.jpg,0.0,1.0,0.0,0.9853106,100.0534,86.15675,1.212864,56.31942,-0.001279586
IMG/robocam_2022_12_05_17_01_14_840.jpg,0.0,1.0,0.0,1.027757,100.0884,86.20885,1.215578,56.32473,-0.0008003261
IMG/robocam_2022_12_05_17_01_14_908.jpg,0.0,1.0,0.0,1.087611,100.125,86.26328,1.220422,56.37405,-0.001212794
IMG/robocam_2022_12_05_17_01_14_976.jpg,0.0,1.0,0.0,1.137487,100.1761,86.33936,1.221953,56.40017,-0.0005848611
IMG/robocam_2022_12_05_17_01_15_040.jpg,0.0,1.0,0.0,1.183431,100.2162,86.39925,1.226957,56.3642,-0.0006881392
IMG/robocam_2022_12_05_17_01_15_108.jpg,0.0,0.7973981,0.0,1.245817,100.2578,86.46127,1.229102,56.33442,-0.0007516805
IMG/robocam_2022_12_05_17_01_15_174.jpg,0.0,0.6000705,0.0,1.278473,100.3151,86.54652,1.226832,56.3132,-0.0006562221
IMG/robocam_2022_12_05_17_01_15_217.jpg,0.0,0.4985921,0.0,1.299993,100.3443,86.59,1.225396,56.30861,-0.0004092379
IMG/robocam_2022_12_05_17_01_15_276.jpg,0.0,0.291904,0.0,1.318457,100.3884,86.65565,1.211315,56.30097,-0.0003534612
IMG/robocam_2022_12_05_17_01_15_341.jpg,0.0,0.300904,0.0,1.328065,100.4327,86.72145,1.175762,56.29304,-0.0003111059
IMG/robocam_2022_12_05_17_01_15_422.jpg,0.0,0.4945538,0.0,1.345462,100.4924,86.81023,1.120392,56.28254,-0.0003229216
IMG/robocam_2022_12_05_17_01_15_479.jpg,0.0,0.714535,0.0,1.367727,100.5384,86.87852,1.096603,56.27482,-0.0003708725
IMG/robocam_2022_12_05_17_01_15_543.jpg,0.0,0.893851,0.0,1.400247,100.5858,86.94905,1.105069,56.26713,-0.0004557331
IMG/robocam_2022_12_05_17_01_15_592.jpg,0.0,0.9982297,0.0,1.426895,100.6351,87.02231,1.153873,56.2593,-0.0005376129
IMG/robocam_2022_12_05_17_01_15_647.jpg,-3.14519,1.0,0.0,1.487048,100.6695,87.07235,1.205512,56.14075,-0.0001987331
